,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
8254,19866,Female,Loyal Customer,24,Business travel,Eco Plus,693,2,4,4,4,2,3,1,2,3,5,3,1,3,2,53,42.0,neutral or dissatisfied
8255,44958,Male,Loyal Customer,44,Business travel,Eco Plus,334,4,3,3,3,4,4,4,4,3,1,4,5,2,4,48,40.0,satisfied
8256,24455,Male,Loyal Customer,48,Business travel,Eco,547,4,4,4,4,4,4,4,4,5,5,1,5,3,4,0,0.0,satisfied
8257,39241,Male,Loyal Customer,47,Business travel,Business,67,5,5,5,5,3,1,1,4,4,4,5,1,4,2,0,0.0,satisfied
8258,30795,Female,disloyal Customer,23,Business travel,Eco,301,1,2,1,3,5,1,2,5,1,1,3,4,4,5,25,15.0,neutral or dissatisfied
8259,22555,Female,Loyal Customer,59,Business travel,Business,250,0,0,0,3,1,1,1,3,2,5,5,1,5,1,186,181.0,satisfied
8260,86403,Female,disloyal Customer,22,Business travel,Business,760,4,0,4,3,4,4,4,4,4,3,4,3,5,4,0,0.0,satisfied
8261,46521,Male,Loyal Customer,38,Business travel,Business,1982,5,5,5,5,3,4,1,5,5,5,5,3,5,1,0,0.0,satisfied
8262,72682,Male,Loyal Customer,59,Personal Travel,Eco,929,3,4,3,3,5,3,4,5,5,2,5,5,4,5,0,7.0,neutral or dissatisfied
8263,53665,Male,Loyal Customer,35,Business travel,Eco,1190,4,3,3,3,4,4,4,4,2,2,3,5,4,4,0,0.0,satisfied
8264,30632,Female,Loyal Customer,21,Business travel,Business,533,4,4,4,4,4,4,4,4,1,1,3,4,5,4,0,0.0,satisfied
8265,119821,Male,Loyal Customer,31,Business travel,Business,2528,2,3,3,3,2,2,2,2,1,4,4,4,4,2,0,0.0,neutral or dissatisfied
8266,43999,Female,Loyal Customer,51,Business travel,Business,349,0,0,0,5,5,1,5,4,4,4,4,5,4,2,0,0.0,satisfied
8267,28463,Male,Loyal Customer,56,Personal Travel,Eco,2588,1,5,1,1,1,1,1,1,2,4,3,1,2,1,10,8.0,neutral or dissatisfied
8268,62748,Female,Loyal Customer,47,Business travel,Business,2338,4,4,4,4,4,3,4,4,4,4,4,3,4,4,0,0.0,satisfied
8269,116962,Male,Loyal Customer,56,Business travel,Business,3467,4,4,4,4,2,5,5,2,2,2,2,4,2,3,37,17.0,satisfied
8270,93575,Male,Loyal Customer,42,Business travel,Eco,159,3,4,4,4,3,3,3,3,3,2,4,2,4,3,23,38.0,neutral or dissatisfied
8271,52237,Female,disloyal Customer,25,Business travel,Eco,370,4,5,4,4,1,4,1,1,1,4,2,3,5,1,9,0.0,satisfied
8272,122153,Male,Loyal Customer,57,Business travel,Business,2579,4,4,4,4,5,5,4,5,5,5,5,4,5,3,0,0.0,satisfied
8273,43404,Female,disloyal Customer,25,Business travel,Eco Plus,531,2,0,2,4,2,2,2,2,5,3,5,2,4,2,0,0.0,neutral or dissatisfied
8274,7796,Female,Loyal Customer,31,Business travel,Business,650,3,3,3,3,3,3,3,3,2,2,3,2,3,3,0,10.0,neutral or dissatisfied
8275,112971,Male,disloyal Customer,29,Business travel,Eco Plus,1497,1,1,1,4,4,1,4,4,4,4,3,2,3,4,118,107.0,neutral or dissatisfied
8276,107734,Female,Loyal Customer,68,Personal Travel,Eco,405,0,4,0,4,5,5,4,3,3,0,3,3,3,4,0,0.0,satisfied
8277,29256,Female,Loyal Customer,35,Business travel,Business,859,2,2,2,2,1,1,3,2,2,2,2,1,2,4,0,0.0,satisfied
8278,102390,Female,Loyal Customer,71,Business travel,Eco,223,3,5,5,5,3,3,4,3,3,3,3,2,3,4,31,23.0,neutral or dissatisfied
8279,64733,Male,Loyal Customer,40,Business travel,Business,247,4,4,4,4,3,4,5,4,4,4,4,3,4,3,0,0.0,satisfied
8280,97714,Female,Loyal Customer,28,Personal Travel,Eco,942,2,1,2,2,4,2,4,4,1,3,1,4,2,4,34,30.0,neutral or dissatisfied
8281,1436,Female,Loyal Customer,35,Business travel,Business,772,5,5,4,5,4,4,5,4,4,4,4,5,4,5,62,46.0,satisfied
8282,98405,Female,Loyal Customer,50,Business travel,Eco,675,2,4,4,4,1,2,3,2,2,2,2,2,2,1,15,10.0,neutral or dissatisfied
8283,56981,Female,Loyal Customer,64,Personal Travel,Eco,2454,3,2,3,3,3,1,1,1,2,3,4,1,4,1,3,16.0,neutral or dissatisfied
8284,25569,Female,Loyal Customer,51,Business travel,Eco,696,5,1,1,1,1,1,1,5,5,5,5,4,5,3,4,0.0,satisfied
8285,57084,Female,Loyal Customer,25,Personal Travel,Business,1222,3,5,3,3,5,3,5,5,4,4,4,2,3,5,24,0.0,neutral or dissatisfied
8286,72684,Male,Loyal Customer,68,Personal Travel,Eco,1121,1,4,1,3,4,1,2,4,4,3,3,5,4,4,0,0.0,neutral or dissatisfied
8287,113449,Male,Loyal Customer,60,Business travel,Business,2504,3,3,3,3,4,4,4,4,4,4,4,4,4,4,0,0.0,satisfied
8288,39965,Male,Loyal Customer,54,Business travel,Business,1404,4,4,4,4,5,5,4,4,4,4,4,5,4,5,0,8.0,satisfied
8289,27044,Female,Loyal Customer,14,Personal Travel,Business,1709,4,3,4,3,5,4,5,5,1,2,3,3,2,5,4,0.0,neutral or dissatisfied
8290,68073,Female,Loyal Customer,39,Business travel,Business,868,3,3,3,3,2,5,5,4,4,4,4,3,4,3,0,0.0,satisfied
8291,4930,Female,Loyal Customer,44,Business travel,Eco,334,2,1,1,1,1,4,3,2,2,2,2,2,2,3,46,32.0,neutral or dissatisfied
8292,72149,Male,Loyal Customer,64,Personal Travel,Eco,731,4,4,4,3,4,3,3,5,4,2,3,3,3,3,165,146.0,satisfied
8293,38024,Male,Loyal Customer,42,Business travel,Business,1867,2,2,2,2,1,5,3,4,4,4,4,1,4,4,0,0.0,satisfied
8294,50152,Male,Loyal Customer,36,Business travel,Eco,363,5,2,2,2,5,5,5,5,1,2,4,5,3,5,0,0.0,satisfied
8295,58370,Male,Loyal Customer,60,Business travel,Business,2424,1,1,1,1,5,4,4,5,5,5,5,4,5,5,0,0.0,satisfied
8296,38103,Female,Loyal Customer,19,Business travel,Business,1249,1,1,5,1,3,4,3,3,4,1,1,2,4,3,0,0.0,satisfied
8297,5513,Female,Loyal Customer,60,Business travel,Business,2679,3,3,3,3,4,5,5,3,3,3,3,3,3,5,6,0.0,satisfied
8298,20382,Male,Loyal Customer,43,Business travel,Eco Plus,265,4,4,5,4,4,4,4,4,4,2,3,2,4,4,0,0.0,neutral or dissatisfied
8299,73811,Female,Loyal Customer,25,Personal Travel,Eco Plus,204,3,3,3,3,3,3,3,3,4,5,3,1,3,3,0,2.0,neutral or dissatisfied
8300,14181,Female,Loyal Customer,58,Business travel,Business,3830,2,2,2,2,2,1,1,5,5,5,5,1,5,4,8,0.0,satisfied
8301,31809,Male,Loyal Customer,46,Business travel,Eco,1103,3,1,1,1,3,3,3,1,1,3,4,3,3,3,0,23.0,neutral or dissatisfied
8302,30303,Male,disloyal Customer,25,Business travel,Eco,1387,3,3,3,5,5,3,5,5,4,4,2,2,5,5,3,49.0,neutral or dissatisfied
8303,64947,Male,Loyal Customer,48,Business travel,Business,3208,1,1,1,1,2,5,4,4,4,4,5,4,4,3,0,0.0,satisfied
8304,76266,Male,Loyal Customer,46,Business travel,Eco,1927,2,1,1,1,2,2,2,2,2,3,2,1,4,2,0,0.0,neutral or dissatisfied
8305,81420,Male,Loyal Customer,26,Business travel,Business,393,1,1,1,1,5,5,5,5,5,4,5,4,5,5,0,0.0,satisfied
8306,2435,Female,Loyal Customer,11,Personal Travel,Eco,641,2,4,1,1,3,1,3,3,4,2,4,5,5,3,0,2.0,neutral or dissatisfied
8307,77643,Male,Loyal Customer,41,Business travel,Business,813,3,3,3,3,2,4,4,5,5,5,5,5,5,5,4,0.0,satisfied
8308,28400,Female,Loyal Customer,52,Business travel,Business,1489,2,3,3,3,1,4,3,2,2,2,2,1,2,4,0,0.0,neutral or dissatisfied
8309,88991,Female,Loyal Customer,40,Personal Travel,Eco,1199,3,5,3,4,4,3,4,4,5,5,3,2,4,4,4,0.0,neutral or dissatisfied
8310,29863,Female,Loyal Customer,53,Business travel,Eco,31,5,3,3,3,4,5,4,5,5,5,5,3,5,3,0,0.0,satisfied
8311,117152,Female,Loyal Customer,51,Personal Travel,Eco,338,2,4,5,1,3,4,4,2,2,5,2,3,2,5,0,0.0,neutral or dissatisfied
8312,67494,Female,disloyal Customer,22,Business travel,Eco Plus,641,4,2,4,4,5,4,5,5,1,5,3,3,4,5,3,0.0,neutral or dissatisfied
8313,40303,Male,Loyal Customer,69,Personal Travel,Eco,387,3,1,3,4,4,3,4,4,3,2,3,4,4,4,13,0.0,neutral or dissatisfied
8314,86554,Male,Loyal Customer,53,Business travel,Business,3829,4,4,3,4,4,4,4,4,4,4,4,3,4,5,9,13.0,satisfied
8315,47863,Female,disloyal Customer,24,Business travel,Eco,451,1,1,1,3,2,1,2,2,3,4,3,3,2,2,0,0.0,neutral or dissatisfied
8316,29455,Female,Loyal Customer,46,Personal Travel,Eco,421,3,2,3,4,1,3,4,5,5,3,5,3,5,4,0,10.0,neutral or dissatisfied
8317,26853,Female,Loyal Customer,27,Personal Travel,Eco,224,3,4,3,4,1,3,1,1,4,5,5,4,5,1,0,0.0,neutral or dissatisfied
8318,13700,Male,Loyal Customer,69,Personal Travel,Eco,300,3,5,3,1,4,3,4,4,3,2,2,5,3,4,0,0.0,neutral or dissatisfied
8319,76141,Female,Loyal Customer,23,Business travel,Business,1886,3,3,3,3,4,4,4,4,4,5,5,5,4,4,4,0.0,satisfied
8320,122652,Female,Loyal Customer,60,Business travel,Business,361,4,4,4,4,5,5,5,5,5,5,5,3,5,5,0,0.0,satisfied
8321,7519,Female,Loyal Customer,35,Business travel,Business,762,2,2,2,2,4,4,4,4,4,4,4,4,4,3,16,0.0,satisfied
8322,119833,Male,disloyal Customer,25,Business travel,Eco,912,3,2,2,2,5,2,5,5,1,1,1,2,1,5,107,92.0,neutral or dissatisfied
8323,96153,Male,disloyal Customer,24,Business travel,Eco,460,2,0,2,2,5,2,4,5,3,3,5,3,4,5,0,0.0,neutral or dissatisfied
8324,68455,Male,Loyal Customer,54,Business travel,Business,1067,1,1,4,1,4,5,4,5,5,5,5,3,5,4,0,2.0,satisfied
8325,82784,Female,Loyal Customer,47,Business travel,Business,231,2,2,2,2,1,4,3,2,2,2,2,3,2,1,0,0.0,neutral or dissatisfied
8326,3551,Male,Loyal Customer,51,Business travel,Eco,227,2,4,4,4,2,2,2,2,4,5,4,4,4,2,0,9.0,neutral or dissatisfied
8327,49248,Male,disloyal Customer,25,Business travel,Eco,308,2,0,2,2,4,2,4,4,1,2,2,3,3,4,0,0.0,neutral or dissatisfied
8328,98110,Female,Loyal Customer,51,Business travel,Business,472,1,1,1,1,4,4,5,5,5,5,5,3,5,3,0,3.0,satisfied
8329,71965,Male,Loyal Customer,57,Business travel,Business,1440,5,5,5,5,4,5,4,4,4,4,4,5,4,4,8,10.0,satisfied
8330,2470,Female,Loyal Customer,37,Personal Travel,Eco,722,3,5,3,3,4,3,4,4,4,4,3,2,2,4,4,0.0,neutral or dissatisfied
8331,29503,Male,Loyal Customer,53,Personal Travel,Eco,1216,5,1,5,2,2,1,2,2,2,3,1,4,1,2,0,0.0,satisfied
8332,91045,Female,Loyal Customer,28,Personal Travel,Eco,594,2,5,2,1,3,2,3,3,2,2,3,4,3,3,38,39.0,neutral or dissatisfied
8333,89652,Male,Loyal Customer,37,Business travel,Business,1089,3,3,3,3,1,3,2,3,3,3,3,1,3,4,0,18.0,neutral or dissatisfied
8334,129646,Male,Loyal Customer,33,Business travel,Business,3951,4,4,4,4,4,4,4,4,3,5,4,5,4,4,0,0.0,satisfied
8335,87269,Female,Loyal Customer,50,Business travel,Business,1648,2,2,2,2,3,4,4,4,4,5,4,5,4,4,11,0.0,satisfied
8336,61667,Female,Loyal Customer,32,Business travel,Business,1635,4,1,5,1,4,4,4,4,4,1,4,3,3,4,4,0.0,neutral or dissatisfied
8337,30450,Male,Loyal Customer,49,Business travel,Business,991,4,2,2,2,5,3,2,4,4,4,4,3,4,4,0,0.0,neutral or dissatisfied
8338,118015,Male,Loyal Customer,32,Business travel,Business,1037,2,4,4,4,2,2,2,2,1,5,3,4,3,2,18,8.0,neutral or dissatisfied
8339,105556,Male,Loyal Customer,43,Business travel,Eco Plus,611,1,3,3,3,1,1,1,1,2,1,2,3,3,1,5,0.0,neutral or dissatisfied
8340,111908,Female,disloyal Customer,28,Business travel,Business,628,4,5,5,3,2,5,2,2,5,3,5,5,5,2,9,1.0,neutral or dissatisfied
8341,33986,Male,Loyal Customer,26,Business travel,Eco,1598,4,3,2,2,4,4,5,4,2,2,5,3,2,4,13,0.0,satisfied
8342,102355,Female,Loyal Customer,54,Business travel,Business,223,2,3,3,3,3,4,4,3,3,3,2,1,3,1,0,4.0,neutral or dissatisfied
8343,61603,Female,Loyal Customer,44,Business travel,Business,1379,5,5,5,5,2,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
8344,116504,Male,Loyal Customer,34,Personal Travel,Eco,325,1,2,1,3,1,1,5,1,2,1,2,2,2,1,15,0.0,neutral or dissatisfied
8345,99756,Female,Loyal Customer,58,Personal Travel,Eco,255,4,4,4,4,5,1,3,3,3,4,4,2,3,1,0,10.0,neutral or dissatisfied
8346,62175,Female,disloyal Customer,34,Business travel,Eco,2454,1,2,2,3,1,1,1,1,4,1,4,3,4,1,2,0.0,neutral or dissatisfied
8347,81918,Female,Loyal Customer,50,Business travel,Business,1535,4,4,4,4,5,4,5,4,4,4,4,4,4,4,0,0.0,satisfied
8348,41266,Male,Loyal Customer,31,Personal Travel,Eco,1042,1,4,1,3,3,1,4,3,3,3,5,3,4,3,2,2.0,neutral or dissatisfied
8349,39740,Female,Loyal Customer,40,Personal Travel,Eco,410,4,5,4,3,5,4,5,5,1,1,4,5,2,5,0,19.0,neutral or dissatisfied
8350,99644,Male,Loyal Customer,43,Business travel,Business,1670,4,4,4,4,4,3,4,5,5,5,5,3,5,4,0,0.0,satisfied
8351,15791,Female,Loyal Customer,59,Business travel,Business,1819,4,4,4,4,3,4,5,5,5,5,5,4,5,4,22,0.0,satisfied
8352,75458,Male,Loyal Customer,58,Business travel,Business,1927,1,3,2,3,3,3,3,1,1,1,1,3,1,2,0,0.0,neutral or dissatisfied
8353,94720,Male,Loyal Customer,53,Business travel,Business,1842,3,3,4,4,2,4,4,3,3,3,3,4,3,4,100,95.0,neutral or dissatisfied
8354,123090,Male,Loyal Customer,38,Business travel,Business,1807,4,4,5,5,4,4,4,4,4,4,4,3,4,1,39,36.0,neutral or dissatisfied
8355,49464,Male,Loyal Customer,57,Business travel,Eco,86,5,3,3,3,5,5,5,5,3,5,5,3,4,5,5,18.0,satisfied
8356,48902,Male,Loyal Customer,52,Business travel,Business,109,2,2,2,2,1,1,4,4,4,4,4,2,4,2,0,0.0,satisfied
8357,29217,Male,Loyal Customer,54,Business travel,Business,834,1,1,1,1,3,4,4,5,5,5,5,3,5,5,0,0.0,satisfied
8358,100531,Female,Loyal Customer,37,Personal Travel,Eco,580,2,4,2,3,1,2,1,1,5,4,5,3,5,1,0,0.0,neutral or dissatisfied
8359,44467,Female,Loyal Customer,38,Business travel,Eco,196,4,4,4,4,4,4,4,4,2,5,4,2,4,4,53,76.0,neutral or dissatisfied
8360,11766,Male,Loyal Customer,42,Personal Travel,Eco,429,2,2,2,3,4,2,4,4,1,3,2,2,3,4,7,0.0,neutral or dissatisfied
8361,20709,Female,Loyal Customer,44,Business travel,Business,3250,1,2,1,1,2,4,5,4,4,4,4,3,4,4,92,83.0,satisfied
8362,68988,Male,Loyal Customer,60,Business travel,Business,2422,2,2,2,2,2,5,4,5,5,5,5,5,5,4,0,0.0,satisfied
8363,37082,Male,Loyal Customer,56,Business travel,Business,2203,3,3,3,3,2,4,5,5,5,5,5,5,5,4,0,0.0,satisfied
8364,8583,Female,Loyal Customer,49,Personal Travel,Eco,109,4,3,4,4,4,4,4,4,1,1,5,4,2,4,148,142.0,neutral or dissatisfied
8365,35872,Female,Loyal Customer,18,Personal Travel,Eco,937,2,5,2,1,4,2,1,4,5,2,5,3,4,4,0,6.0,neutral or dissatisfied
8366,35434,Male,Loyal Customer,14,Personal Travel,Eco,1118,3,5,2,1,2,2,2,2,4,4,5,4,4,2,0,0.0,neutral or dissatisfied
8367,75239,Male,Loyal Customer,24,Personal Travel,Eco,1744,4,1,4,4,2,4,2,2,3,5,4,4,3,2,0,0.0,neutral or dissatisfied
8368,36005,Female,Loyal Customer,45,Business travel,Business,3089,4,5,4,4,2,4,4,5,5,5,5,4,5,2,0,0.0,satisfied
8369,85163,Male,Loyal Customer,49,Business travel,Business,689,1,3,1,1,5,5,4,5,5,4,5,3,5,4,0,0.0,satisfied
8370,11015,Female,Loyal Customer,49,Business travel,Business,308,2,1,1,1,5,4,3,2,2,2,2,2,2,2,0,0.0,neutral or dissatisfied
8371,71064,Male,Loyal Customer,36,Personal Travel,Eco,978,2,4,2,2,4,2,4,4,5,5,4,5,5,4,1,0.0,neutral or dissatisfied
8372,124843,Male,Loyal Customer,28,Personal Travel,Eco,280,1,5,1,4,1,1,1,1,3,4,5,5,5,1,0,0.0,neutral or dissatisfied
8373,7449,Male,Loyal Customer,48,Personal Travel,Eco,522,5,5,5,1,1,5,1,1,3,4,4,5,5,1,6,0.0,satisfied
8374,84726,Female,Loyal Customer,48,Business travel,Business,534,4,4,4,4,4,5,4,4,4,4,4,5,4,4,0,0.0,satisfied
8375,113746,Male,Loyal Customer,14,Personal Travel,Eco,397,1,5,5,3,2,5,2,2,3,5,4,5,4,2,0,0.0,neutral or dissatisfied
8376,27474,Female,Loyal Customer,25,Business travel,Business,3647,3,3,2,3,3,3,3,3,3,4,3,2,3,3,0,3.0,neutral or dissatisfied
8377,104595,Female,Loyal Customer,52,Personal Travel,Eco,369,2,1,2,2,4,2,3,4,4,2,4,4,4,3,0,0.0,neutral or dissatisfied
8378,51591,Male,Loyal Customer,37,Business travel,Eco,370,4,2,2,2,4,5,4,4,2,5,2,5,2,4,10,4.0,satisfied
8379,47935,Female,Loyal Customer,22,Personal Travel,Eco,748,2,4,2,4,5,2,5,5,3,5,3,1,2,5,0,0.0,neutral or dissatisfied
8380,15087,Male,disloyal Customer,36,Business travel,Eco,322,2,4,2,3,1,2,1,1,1,5,3,1,3,1,2,11.0,neutral or dissatisfied
8381,12994,Male,disloyal Customer,32,Business travel,Eco,374,3,3,3,2,4,3,4,4,3,3,5,2,1,4,69,59.0,neutral or dissatisfied
8382,62927,Female,Loyal Customer,51,Business travel,Business,2500,3,3,3,3,3,5,5,3,3,2,3,3,3,3,5,14.0,satisfied
8383,66492,Female,disloyal Customer,24,Business travel,Business,447,0,2,1,3,1,1,1,1,4,5,4,3,4,1,0,0.0,satisfied
8384,69811,Male,disloyal Customer,28,Business travel,Business,1055,4,4,4,1,4,4,1,4,3,5,4,5,4,4,1,0.0,neutral or dissatisfied
8385,97228,Female,Loyal Customer,56,Personal Travel,Eco Plus,1390,2,4,2,1,2,4,5,2,2,2,2,3,2,4,0,3.0,neutral or dissatisfied
8386,104020,Female,Loyal Customer,40,Business travel,Business,1262,1,0,0,3,2,3,3,1,1,0,1,2,1,1,0,6.0,neutral or dissatisfied
8387,91490,Female,disloyal Customer,21,Business travel,Eco,859,3,3,3,3,3,3,3,3,4,2,3,1,4,3,0,0.0,neutral or dissatisfied
8388,20081,Female,Loyal Customer,8,Personal Travel,Eco Plus,738,3,5,3,1,4,3,4,4,5,2,4,5,5,4,0,0.0,neutral or dissatisfied
8389,102671,Male,disloyal Customer,20,Business travel,Eco,255,1,4,1,3,3,1,1,3,4,5,5,4,4,3,90,82.0,neutral or dissatisfied
8390,6650,Male,Loyal Customer,53,Personal Travel,Eco,416,1,5,2,1,2,2,2,2,1,2,2,5,2,2,4,3.0,neutral or dissatisfied
8391,20104,Female,disloyal Customer,38,Business travel,Eco,416,3,3,3,1,4,3,4,4,2,4,3,3,2,4,4,1.0,neutral or dissatisfied
8392,121946,Male,Loyal Customer,41,Business travel,Business,430,1,1,1,1,3,4,4,5,5,5,5,5,5,4,64,67.0,satisfied
8393,16044,Male,Loyal Customer,56,Business travel,Business,972,5,5,5,5,5,1,3,3,3,4,3,2,3,4,0,0.0,satisfied
8394,1101,Female,Loyal Customer,46,Personal Travel,Eco,354,1,1,1,3,1,4,3,1,1,1,1,1,1,4,0,0.0,neutral or dissatisfied
8395,13742,Female,disloyal Customer,25,Business travel,Eco,441,3,1,2,3,4,2,5,4,3,1,4,4,4,4,45,30.0,neutral or dissatisfied
8396,109835,Female,Loyal Customer,47,Business travel,Business,3857,5,5,5,5,4,5,5,4,4,4,4,4,4,5,0,0.0,satisfied
8397,54864,Male,Loyal Customer,30,Business travel,Business,641,3,4,4,4,3,3,3,3,3,4,3,3,4,3,0,0.0,neutral or dissatisfied
8398,102127,Male,disloyal Customer,25,Business travel,Business,407,3,0,3,1,2,3,2,2,4,3,4,4,5,2,14,12.0,neutral or dissatisfied
8399,114537,Female,Loyal Customer,49,Personal Travel,Business,308,1,4,1,4,2,3,1,2,2,1,2,5,2,1,0,11.0,neutral or dissatisfied
8400,86969,Male,Loyal Customer,67,Business travel,Business,2226,4,4,4,4,1,3,3,4,4,4,4,1,4,4,0,0.0,neutral or dissatisfied
8401,122004,Female,disloyal Customer,24,Business travel,Business,83,4,0,4,1,5,4,5,5,3,4,4,4,5,5,0,19.0,satisfied
8402,63047,Male,Loyal Customer,52,Personal Travel,Eco,909,2,5,2,4,5,2,5,5,3,1,5,1,1,5,5,1.0,neutral or dissatisfied
8403,95024,Female,Loyal Customer,9,Personal Travel,Eco,239,5,4,5,2,1,5,1,1,3,5,2,2,3,1,1,2.0,satisfied
8404,81120,Female,Loyal Customer,53,Business travel,Business,1674,4,3,4,4,3,2,2,5,5,5,5,1,5,3,4,0.0,satisfied
8405,118543,Male,Loyal Customer,53,Business travel,Business,2149,5,5,1,5,3,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
8406,53173,Female,Loyal Customer,25,Business travel,Business,3984,5,5,5,5,5,5,5,5,4,3,5,5,2,5,8,8.0,satisfied
8407,93587,Female,Loyal Customer,36,Personal Travel,Eco,159,2,5,2,4,5,2,5,5,3,3,5,4,5,5,0,5.0,neutral or dissatisfied
8408,81074,Female,Loyal Customer,34,Business travel,Business,2461,4,4,4,4,1,3,4,4,4,3,4,4,4,1,0,0.0,neutral or dissatisfied
8409,118841,Male,disloyal Customer,23,Business travel,Eco Plus,304,1,0,1,3,3,1,3,3,3,1,5,2,2,3,0,0.0,neutral or dissatisfied
8410,60996,Male,Loyal Customer,55,Business travel,Business,1884,5,5,4,5,3,5,4,5,5,5,5,3,5,5,0,0.0,satisfied
8411,94127,Female,disloyal Customer,57,Business travel,Business,293,3,3,3,2,2,3,2,2,3,5,4,3,5,2,1,0.0,neutral or dissatisfied
8412,81799,Male,Loyal Customer,60,Business travel,Business,1416,5,5,5,5,4,4,4,2,2,2,2,5,2,4,0,0.0,satisfied
8413,45384,Female,disloyal Customer,35,Business travel,Eco Plus,175,1,1,1,2,1,1,1,1,2,2,2,1,1,1,0,0.0,neutral or dissatisfied
8414,117542,Male,Loyal Customer,53,Business travel,Business,3993,5,5,5,5,2,4,5,4,4,4,4,4,4,3,1,6.0,satisfied
8415,17287,Male,Loyal Customer,46,Business travel,Business,403,2,2,5,2,5,3,3,2,2,2,2,3,2,3,0,0.0,neutral or dissatisfied
8416,105267,Female,Loyal Customer,63,Personal Travel,Eco,2106,4,2,4,4,2,4,3,1,1,4,1,4,1,1,2,18.0,neutral or dissatisfied
8417,7963,Male,Loyal Customer,17,Personal Travel,Eco,594,1,5,1,2,4,1,2,4,1,2,3,5,2,4,0,0.0,neutral or dissatisfied
8418,44009,Female,Loyal Customer,42,Personal Travel,Eco,334,2,4,2,4,2,5,5,4,4,2,4,3,4,5,34,32.0,neutral or dissatisfied
8419,101154,Female,Loyal Customer,58,Business travel,Business,3422,3,3,3,3,5,5,5,4,4,4,4,4,4,3,0,0.0,satisfied
8420,86539,Male,Loyal Customer,37,Personal Travel,Eco,762,3,4,3,3,2,3,2,2,3,3,3,2,4,2,15,9.0,neutral or dissatisfied
8421,123742,Male,Loyal Customer,57,Business travel,Eco,96,4,3,3,3,3,4,3,3,4,3,4,3,4,3,16,,neutral or dissatisfied
8422,103541,Male,Loyal Customer,31,Business travel,Business,2461,1,1,4,1,4,5,4,4,3,2,5,5,4,4,5,1.0,satisfied
8423,86363,Male,disloyal Customer,25,Business travel,Business,794,4,0,4,5,4,4,4,4,3,2,5,4,4,4,37,34.0,neutral or dissatisfied
8424,91506,Female,Loyal Customer,25,Business travel,Business,1620,1,1,1,1,4,5,4,4,4,4,3,4,4,4,79,129.0,satisfied
8425,47976,Female,Loyal Customer,60,Personal Travel,Eco,834,2,5,2,4,2,5,1,3,3,2,3,2,3,4,0,2.0,neutral or dissatisfied
8426,109777,Female,Loyal Customer,51,Business travel,Business,2766,2,1,3,1,2,2,3,2,2,2,2,3,2,3,42,38.0,neutral or dissatisfied
8427,90808,Female,Loyal Customer,45,Business travel,Business,444,1,1,1,1,5,5,4,1,1,2,1,3,1,3,16,2.0,satisfied
8428,87026,Male,Loyal Customer,30,Personal Travel,Business,645,2,4,3,1,2,3,2,2,4,2,4,3,4,2,12,0.0,neutral or dissatisfied
8429,108662,Female,disloyal Customer,31,Business travel,Business,1747,1,1,1,3,1,1,5,1,5,5,5,4,5,1,14,8.0,neutral or dissatisfied
8430,30563,Male,disloyal Customer,51,Business travel,Eco,628,2,0,2,1,4,2,4,4,3,2,1,1,2,4,8,0.0,neutral or dissatisfied
8431,116351,Male,Loyal Customer,53,Personal Travel,Eco,446,4,4,2,4,1,2,1,1,3,4,5,5,5,1,0,0.0,satisfied
8432,35699,Female,Loyal Customer,42,Personal Travel,Eco,2475,2,1,2,3,4,2,4,2,2,2,2,4,2,2,0,0.0,neutral or dissatisfied
8433,63437,Female,Loyal Customer,18,Personal Travel,Eco,337,0,4,0,3,2,0,2,2,4,2,5,5,5,2,0,0.0,satisfied
8434,18908,Female,Loyal Customer,69,Personal Travel,Eco,448,2,4,2,3,3,4,4,3,3,2,3,3,3,4,0,0.0,neutral or dissatisfied
8435,17534,Male,Loyal Customer,39,Business travel,Eco,297,4,2,3,2,4,4,4,4,1,3,2,2,3,4,3,0.0,satisfied
8436,101169,Male,Loyal Customer,20,Business travel,Business,1794,1,1,1,1,1,1,1,1,4,4,2,2,1,1,0,0.0,neutral or dissatisfied
8437,87531,Female,disloyal Customer,20,Business travel,Eco,321,2,2,2,3,2,2,2,2,4,1,3,3,2,2,0,0.0,neutral or dissatisfied
8438,18907,Male,Loyal Customer,25,Personal Travel,Eco,551,3,4,3,3,2,3,2,2,4,3,4,2,2,2,0,0.0,neutral or dissatisfied
8439,104866,Male,Loyal Customer,47,Business travel,Eco,327,3,3,2,3,3,3,3,3,4,4,4,2,3,3,16,1.0,neutral or dissatisfied
8440,118756,Male,Loyal Customer,44,Personal Travel,Eco,325,4,3,3,4,2,3,2,2,4,2,3,2,4,2,0,0.0,neutral or dissatisfied
8441,109707,Male,Loyal Customer,39,Business travel,Business,2024,1,1,1,1,4,4,4,4,4,4,4,3,4,4,23,22.0,satisfied
8442,2457,Male,disloyal Customer,24,Business travel,Eco,722,2,2,2,4,4,2,4,4,2,3,3,3,4,4,0,0.0,neutral or dissatisfied
